Review,Aspects,Sentiments
"Hat alles bestens funktioniert.abe bei der Eingabe einen Tippfehler gemacht und am nächsten Tag beim Kundendienst angerufen. Verlief alles flott, freundlich und unkompliziert.","bestens,freundlich,unkompliziert",positive
"Der Abschluss hat insoweit reibungslos funktioniert dass man sehr gute Angebote für die KFZ-Versicherung bekommt. Leider scheint die rechte Hand nicht zu wissen was die linke Hand macht. Sonst würde es nicht passieren dass man ein Angebot mit Jahres abschluss annimmt, und dann die Police geschickt bekommt, die teilweise verschlüsselt ist, und man 2,5 mal mehr zahlen soll- sowas finde ich nicht lustig! Der Fall wurde per E-Mail reklamiert, weil es sich offensichtlich um einen Fehler von Bavaria Direkt handelt, leider reagiert die Versicherung darauf nur sehr langsam. Ich hoffe dass man das alsbald richtig stellt - denn ansonsten habe ich mit der Bavaria direkt nur gute Erfahrungen gemacht.","abschluss,reibungslos,angebote,bekommt,angebot,police,fehler,versicherung,erfahrungen",negative
"Als Neukunde bekomme ich zuerst eine E-Mail mit der Bitte : Wichtige Dokumente herunterladenies gelang mir auch nach ettlichen Versuchen nicht da ich keine Kd.Nr. Hatte und mir diese auch nicht herunterladen konnte. Nur der Hinweis sie befinde sich auf dem Vertrag ,genau diesen sollte ich herunterladen.elch ein Frust .6 Tage später (28.11.) erhielt ich die Kd.Nr. per mit der Briefpost . Alles O.K.er nicht soviel Geduld hat würde abspringen .",vertrag,negative
"alles so gefunden, wie gedacht",gedacht,positive
"Gute Abwicklung: Schnelle und klare Angebotserstellung, kurzfristiger Abschluss des Vertrages erfolgt","abwicklung,schnelle,abschluss",positive
hat alles reibungslos und sehr schnell funktioniert,"reibungslos,schnell",positive
"Alles gut, nur beim Schritte zurück gehen hatte sich der Preis verändert, dass war nicht so toll. So musste ich die Daten öfter eingeben.",preis,negative
Der Abschluss war ok. Nicht ok ist das ich nach wie vor nicht in meine Vertragsunterlagen komme um zu prüfenob das alles ok ist. Telefonservice 6 Nach Stunden langenarten habe ich mit einem Mitarbeiter Mailadresse und Passwort abgestimmt und funktioniert trotzdem nicht.ber ich habe ja ein vierzehntägiges Widerspruchsrecht,"abschluss,vertragsunterlagen,telefonservice,mitarbeiter",negative
"Einziger Kritikpunkt kein Wechselservice(Kündigung)sonst Top,","wechselservice,top",neutral
"Ich kam nach einem Preis und Leistungsvergleich zur Bavaria Direkt.Alle Leistungen waren sehr übersichtlich aufgelistet.Der online Abschluss ging ganz einfach und schnell. Das Preis Leistungsverhältnis hat mich überzeugt. Die Vertragsunterlagen kamen schnell online als auch per Post.Auch das Kündigungsschreiben für die alte Versicherung war dabei,so das man nicht mehr viel Arbeit damit hat.Wie es in der Zukunft bei einem eventuellen Schaden aussieht wird sich zeigen.","preis,leistungen,online,abschluss,einfach,schnell,vertragsunterlagen,versicherung,schaden",negative
Sehr gute bin zufrieden,zufrieden,positive
"Schell, sehr gute Kommunikation,preiswert,alles andere wird der Versicherungsverlauf zeigen",kommunikation,positive
Alles Problemlos abgewickelt gutes Angebot,"problemlos,abgewickelt,angebot",positive
"einfache Bedienung des Antrags, umfassende Details werden abgefragt, saubere Fehlerkontrollen bei Falscheingaben",,positive
"Ich habe mir aus den Angeboten von mehreren Versicherungen die BavariaDirekt ausgesucht, weil das Preis-/Leistungsverhältnis meine Wünschen am nächsten kam.er Abschluss hat hervorragend geklappt. Ich habe nachträglich noch eine Änderung gewünscht und diese per E-Mail mirgeteilt. Am nächsten Tag war die Änderung in meinen Vertrag berücksichtigt.","abschluss,vertrag",positive
"Schneller Kontakt, schnelle Zusendung diversernterlagen","schneller,kontakt,schnelle,zusendung,unterlagen",positive
"Ging alles schnell und reibungslos.Wenns dann im Schadensfall, was wir nicht hoffen wollen, genau so reibungslos geht, dann gebe ich 5 Sterne.","schnell,schadensfall,reibungslos",positive
"Webseite war zunächst down, am nächsten Tag dann habe ich alle Angaben für die KFZ-Versicherung online ausgefüllt. Beim finalen Abschicken des Online-Antrags hat die Webseite einen Fehler zurückgemeldet mit dem Hinweis, man solle doch telefonisch die Versicherung abschließen. Ein paar Tage später habe ich nochmal alle Angaben online ausgefüllt, nach dem Abschicken wieder ein interner Fehler, aber der Antrag ist anscheinend angekommen.achdem ich eine Angabe im Antrag tel. noch ändern wollte, war das System nach Angaben des Mitarbeiters gerade down und er konnte das nicht machen, aber er wollte sich später darum kümmern. Passiert ist auch ein paar Tage später nichts. Jetzt habe ich noch per Kontaktformular schriftlich mein Anliegen vorgebracht, bisher noch keine Antwort ...nsgesamt scheint das IT-System von BavariaDirekt nicht ausgereift zu sein.","online,fehler,telefonisch,versicherung,antrag,kontaktformular,antwort",negative
Hat alles reibungslos geklappt und Versicherungsbestätigung kam alles sehr schnell. Mit grüner VersicherungSkateboard und was dazu gehört.,"reibungslos,schnell",positive
"unkomplizierte und übersichtliche Dateneingabe. Schnellebwicklung, auch Änderungen wurden schnell bearbeitet.","schnelle,abwicklung,schnell",positive
"absolut reibungslos, sehr empfehlenswert.",reibungslos,positive
schnelle und unkomplizierte Abwicklung,"schnelle,abwicklung",positive
Die Angebotsseite ist einfach und funktioniert sehr gut.er Vertragsabschluss ging schnell und unkompliziert,"einfach,vertragsabschluss,schnell,unkompliziert",positive
Alles hat geklappt. Preis ist günstig.,preis,positive
Schnell einfach und günstige Tarife!,"schnell,einfach",positive
"Abschluss war nicht reibungslos. Leider kam beim Online-Abschluss in rot die Fehlermeldung Übermittlung fehlerhaft; versuchen Sie es später nochmaleim nächsten Mal war gleicher Fehler.ufgrund diesem Fehler hab ich das gleiche Fzg. über Check24 bei Bavariadirekt versichert.n meinem E-mailpostfach hab ich dann festgestellt, das die Übermittlung bei Bavariadirekt doch geklappt hat. Jetzt hatte ich das gleiche Fzg. zweimal bei Bavariadirekt angemeldet.ine Korrektur über Telefon ist leider nicht möglich. Man wird auf eine info@ E-Mail-Adresse verwiesen. Ich hab dann über diese E-MailAdresse 2x hingeschrieben. Leider erhält man hierbei nur eine Empfangsbestätigung. Auf eine schriftliche Rückantwort warte ich immer noch. Mittlerweile habe ich einen Zugang zur Online-Seite bekommen. Dabei habe ich festgestellt, das beide Versicherungen jetzt zusammengefasst sind. Ich bemängle hierbei wenn man eine E-Mailadresse schaltet, dann sollte wenigstens nach 24 Std. eine Rückantwort erfolgen.","abschluss,reibungslos,fehler,check24,versichert,telefon",negative
Der Online Abschluss mit der BavariaDirekt über verivox hat tadellos und reibungsfrei funktioniert. Alles bestens!,"online,abschluss,bestens",positive
Der Abschluss war völlig unkompliziert. Super Preis/Leistungsverhältnis!!,"abschluss,unkompliziert,super",positive
Abschluß hat super funktioniert.,super,positive
"Es hat fast reibungslos funktioniert, aber die Mails sind im Spam angekommen.",reibungslos,positive
Sehr gut,,positive
"Auftretende Fehler bei Abschluss der Versicherung auf der HP, dadurch 2 x den Vertrag abgeschlossen. Kommunikation per Email schlecht bis gar nicht vorhanden und extrem langsam!","fehler,abschluss,versicherung,vertrag,kommunikation",negative
Schechter bedinung,,neutral
"Einfach und schnell , kann ich nur Empfehlen","einfach,schnell,empfehlen",positive
"Habe die Vers.-Unterlagen per Post angefordert in der Annahme, diese würden den Onlinezugang ergänzen. Nun kommt alles per Post. Ich werde aber auf Online Umstellen, um Papier und Porto zu sparen. Sonst alles bestens!al sehen, wie es bei einem evtl. Schaden läuft...","post,online,sparen,schaden",negative
Telefonhotline ist eine Zumutung. 20 Minuten Wartezeit. Meine Anliegen wurden nicht erfüllt und sind bis jetzt nicht geklärt,telefonhotline,negative
Perfekter Service,service,positive
Der Abschluss der Versicherung war schnell und unkompliziert. Es hat alles sehr gut geklappt.,"abschluss,versicherung,schnell,unkompliziert",positive
"gutes Preis-/Leistungsverhältnis; unschwierigernline-Abschluß, Abschlußdokumente nach kurzer Zeitnline im Posteingang","kurzer,online",positive
Informativer und schneller Abschluss. Reibungsloser Verlauf.,"schneller,abschluss",positive
Bei Antragstellung gab es noch einen niedrigen Versicherungsbeitrag. Bei Erhalt der Unterlagen war dieser auf einmal höher und die SFK war nicht korrekt.uf Mail Anfrage bisher keine Reaktion.,"antragstellung,versicherungsbeitrag,unterlagen,mail,anfrage,reaktion",negative
Bei Antragstellung gab es noch einen niedrigen Versicherungsbeitrag. Bei Erhalt der Unterlagen war dieser auf einmal höher und die SFK war nicht korrekt.uf Mail Anfrage bisher keine Reaktion.,"antragstellung,versicherungsbeitrag,unterlagen,mail,anfrage,reaktion",negative
Der Online berechnete und beantragte Tarif / Betrag wurde ohne Kommentar im Versicherungsschein um ca. ***% erhöht. Habe den Vertrag deshalb unmittelbar widerrufen,"online,tarif,betrag,versicherungsschein,vertrag",negative
"Abfragen übersichtlich, schnelle Zusendung des Online-Zugangs","schnelle,zusendung",positive
"Es wurde nach Vertragsabschluss ein mehr als doppelt so hoher Preis in der Versicherungspolice angegeben, der auch dann abgebucht werden sollte. Natürlich habe ich dies sofort telefonisch klären wollen,jedoch konnte mir der Kundenservice keine Erklärung für die Abweichung liefern. Ich sollte dann eine Email schreiben und den Vorfall schildern.al schauen was daraus wird. Das ganze ist vor drei Tagen so passiert.","vertragsabschluss,preis,versicherungspolice,telefonisch,kundenservice,schreiben",negative
Vergleichsmöglichkeit und Abschluss hat super geklappt,"abschluss,super",positive
Ja sehr Gut,,positive
problemloser und schneller Abschluss,"schneller,abschluss",positive
Einfacher kann der Abschluss nicht sein. Einfach anklicken und los geht´s. Toll,"einfacher,abschluss,einfach",positive
"Einfache Handhabung, schnelle Informationen, gerne jederzeit wieder","handhabung,schnelle",positive
Schnelle Beabeitung,"schnelle,beabeitung",positive
"Mit dem Versicherungs-Abschluss hat überhaupt nichts funktioniert.unächst bereitete das Online-System Ärger. Beim Versuch eine Anfrage zu senden bin ich 3 mal mit unsinnigen Meldungen raus geflogen. Ich schrieb eine Mail an BavariaDirekt und erhielt eine Mail, dass man meinen Antrag dennoch erhalten habe und man ihn angenommen habe.eim Versuch einen Zugang zu Meine BavariaDirekt einzurichten, wurde meine korrekt eingegebene Emailadresse mehrfach als unzulässig abgewiesen. Als sich dann doch noch ein Fenster zur Eingabe von Emailadresse und Benutzerkennung auftat, wurde die Sendung mit Hinweis auf unbekanntes Konto abgewiesen - ich schrieb wieder per Email an BavariaDirekt. Daraufhin erhielt ich weitere 3 Emails - endlich kam ich in Meine BavariaDirekt.ei Überprüfung des dort hinterlegten Kfz-Versicherungsscheines musste ich feststellen, dass darin ein Vierteljahresbetrag von *** Euro stand - an Stelle von *** Euro gemäß ursprünglichem Online Angebot. Ich schrieb wieder an BavariaDirekt - und erhielt keine Antwort. Ich schrieb ein zweites mal - und erhielt immer noch keine Antwort.ch habe jetzt von meinem Widerrufsrecht Gebrauch gemacht und den Vertrag widerrufen.","anfrage,mail,antrag,online,angebot,antwort,gebrauch,vertrag",negative
"Telefonwarteschleife viel zu lang (einmal 12 min, einmal 18 min).",,negative
Einfach und logisch Aufgebaut.Freundliche Telefonberatung .,einfach,positive
"Internet auftritt sehr ansprechend. leider bekam ich eine Fehlermeldung beim übertragen meiner Daten. gleichzeitig jedoch eine Bestätigung, dass der vertrag abgeschlossen wurde.elefonisch war ABSOLUT kein Durchkommen. hoffe das wird besser und ist nur schwierig wegen Jahresendrallly.","vertrag,telefonisch",negative
"Manche Fragen sind schwer zu deuten. Man weiß dann nicht eindeutig, wie sie gemeint ist.abe das dann telefonisch geändert.",telefonisch,negative
Welche Schadensfreiheitsklasse muss ich da eintragen(habe die aktuelle angegeben),schadensfreiheitsklasse,neutral
"Abschluss sehr schnell und gut. Negativ bei nachfragen zum Kundendienst, ewige Warteschleife.","abschluss,schnell",negativ
Der Abschluss der Versicherung war einfach und unkompliziert. Die Bearbeitung der Unterlagen und Zusendung der Verträge ging sehr schnell.,"abschluss,versicherung,einfach,unkompliziert,bearbeitung,unterlagen,zusendung,schnell",positive
Es kam immer wieder eine Fehlermeldung dass ein interner Fehler auftreten ist und man es nochmal versuchen sollum Glück kam trotzdem irgendwann trotz Fehlermeldung eine Email dass es geklappt hat,fehler,negative
Sehr unkompliziert!!,unkompliziert,positive
Es hat alles gut funktioniertt,,positive
"gut verständlich, logisch und selbsterklärend aufgebaut",,positive
Der Antrag war sehr übersichtlich und einfach auszufüllen. Bereits am nächsten Tag wurde mir die Police zugestellt. Einfacher geht es nicht.,"antrag,einfach,police,einfacher",positive
Sehr faire Preise. Schnelle Abwicklung des Neuvertrags. Unkompliziert.,"preise,schnelle,abwicklung,unkompliziert",positive
#NAME?,"reaktion,kontaktformular",neutral
Der Online-Abschluss hat einwandfrei funktioniert.,,positive
Ja hat alles super geklappt. Die ganze Abwicklung war reibungslos und kann man nur weiterempfehlen. Bleibt abzuwarten ob es im Schadensfall genauso funktioniert.,"super,abwicklung,reibungslos,schadensfall",positive
"Schnell, transparent und verständlich.",schnell,positive
Bis Dato hat alles reibungslos funktioniert,reibungslos,positive
"Der Abschluss ging schnell und komplikationlos. Wie dei BavariaVersicherung wirklich ist, kann ich jetzt nicht beurteilen.","abschluss,schnell,beurteilen",neutral
"Bis jetzt kann ich noch nicht soviel sagen, bzw. Bewertenas ich aber sagen kann, so wie die Abläufe sind, gefällt mir das schon sehr gut.!!",sagen,positive
Der Abschluss hat gut geklappt aber die jetzt ständig kommenden Emails nerven gewaltig. Bitte abstellen.,abschluss,positive
Es hat alles reibungslos funktioniert.,reibungslos,positive
Ich bin sehr zufrieden wie reibungslos alles mit dem Versicherungswechsel geklappt hat.,"zufrieden,reibungslos,versicherungswechsel",positive
Einfache Handhabung,handhabung,positive
Es ist alles super gelaufen. Die Online Entwicklung hat reibungslos funktioniert.,"super,gelaufen,online,reibungslos",positive
Alles einfach und reibungslos funktioniert !,"einfach,reibungslos",positive
"So wichtig Preise/Tarife sind,aber zu schlechte Erreichbarkeit des Anbieters ist ein Argument,diesen nicht zu wählen!","schlechte,erreichbarkeit",negative
Bestellung und Abwicklung des Auftrags hat hervorragend und ohne Probleme geklappt. Mal abwarten wie es weitergeht.,"bestellung,abwicklung,probleme,abwarten",positive
Der Abschluss der Versicherung hat reibungslos funktioniert.,"abschluss,versicherung,reibungslos",positive
Seit Anfang Oktober versuche ich einen einfachen Tarifwechsel zu erhalten. Das Verfahren absolut kundenunfreundlich.,,negative
"Bei drei Kfz. Versicherungen:ein Vertrag ist richtig vom Antrag abgeschrieben worden.alsches Kennzeichen, falsche Ident Nummern(2mal), Jüngster Fahrer so alt wie ältester Fahrer.s sollten Leute beschäftigt werden die abschreiben können,oder drei Fahrzeuge unterscheiden können und nicht irgendwelche Daten hinein kopieren!!!!!!!ür Kennzeichen Änderung Bestätigung Mail bekommen im Versicherungsschein immer noch falsch.","kfz,vertrag,antrag,mail,versicherungsschein",negative
"Top Anbieter, hat alles ohne Probleme geklappt !ann ich bedenkenlos nur weiterempfehlen !","top,probleme",positive
Generell gut. Wie auch bei anderen Online-Abschlüssen ist wegen der Sicherheit natürlich ein gewisser Aufwand notwendig.,,positive
Die Anmeldung hat reibungslos und einfach funktioniert.,"reibungslos,einfach",positive
Der Online-Abschluss ist gut aufgebaut. Man wird Schritt für Schritt geführt.,,positive
schneller unkomplizierter wechsel,"schneller,unkomplizierter,wechsel",positive
"Sehr gute Menüführung bei der Online-Antragstellung, umgehende Bearbeitung des Antrags.Alles sehr freundlich.","bearbeitung,freundlich",positive
Alles Reibungslos zwischen Antragstellung und Verträgen.,"reibungslos,antragstellung",positive
"Alles Bestens, reibungslos & günstig!","bestens,reibungslos",positive
Schlecht erreichbar und inkompetent in der Rechnungstellung und Bearbeitung.,bearbeitung,positive
war sehr zufrieden,zufrieden,positive
Ja es gab keine Probleme. Sehr übersichtlich,probleme,positive
"Die Menüführung, bei der Erstellung des Online Antrags, ist übersichtlich und gut erklärt.llerdings habe ich ein Häkchen falsch gesetzt, und bekam dadurch keine EVB Nummer, die aber zur Anmeldung des Fahrzeugs vorhanden sein muss.a die Zeit drängte, versuchte ich telefonisch meinen Fehler anzuzeigen. Dies gestaltete sich etwas schwieriger als gedacht. Erst nach mehrfachen Anrufen bei der Service hotline, wählte ich einen Menüpunkt, der mich nicht auf den entsprechenden Menüpunkt der Internetseite hinwies, sondern der mich mit einer Mitarbeiterin direkt verband.irekt ist wohl auch etwas übertrieben, die Stimme verkündete eine Wartezeit von 15 Minuten, da alle Mitarbeiter im Gespräch wären. Nach ca 7 Minuten wurde ich dann doch schon mit einer Mitarbeiterin verbunden, die mein Anliegen auch sehr schnell und zu meiner Zufriedenheit bearbeiten konnte.azit:bersichtlicher Kundenbereich - gut erklärte Antragstellung - freundliche Telefonhotline (wenn man die Wartezeit in Kauf nimmt)ollte bei der Hotline ein Menüpunkt eingerichtet werden,bei dem man direkt mit einem Mitarbeiter verbunden wird, gäbe es 5 Sterne","online,telefonisch,fehler,service,hotline,mitarbeiter,schnell,antragstellung,telefonhotline",negative
"Die Berechnung der Kfz Versicherung war sehr übersichtlich, die Höhe des Beitrages angenehm und der Abschluss schnell und die Verfahrensweise verständlich.","berechnung,kfz,versicherung,abschluss,schnell",positive
Anfragen per Mail z.B. wegen der Bitte um eine neue eVB oder Konditionen für ein weiteres Fahrzeug zu versichern wurden mehrfach nicht beantwortet.,"mail,konditionen",negative
"Es hat alles reibungslos geklappt undurde umgehend bestätigt.erwunderlich war allerdings, dass in verschiedenenergleichsforen und auch bei direkter Firmenanfrageit den gleichen Daten jeweils unterschiedlichereise angeboten wurden.","reibungslos,preise",positive
schnelle.u.gute Bearbeitungop Service,"bearbeitung,top,service",positive
"Habe nur den Antrag Online ausgefüllt, um alles andere hat sich die Bavaria gekümmert.","antrag,online",positive
"Abschluß funktioniert Problemlos. Wie bei eigentlich allen Versicherungen. Die Frage ist nur - im Schadensfall, geht das auch Problemlos?","problemlos,frage,schadensfall",negative
"Ich habe eine KFZ-Versicherung online abgeschlossen.ur leider bekommt am Ende eine Beitragsrechnung, die um ***% höher liegt als man im Onlinerechner sieht und auch gleich per eMail bestätigt bekommt. Auf die Emails oder auf die Anfragen über Online-Konto reagiert BavariaDirekt-Team leider nicht, auch nach 10 Tagen.","online,bekommt",negative
"Es klappte alles gut, bin zufrieden",zufrieden,positive
"Schnelle Abwicklung, freundliches Personal!","schnelle,abwicklung",positive
die Neuanmeldung war schnell und komplikationslos. Die Erläuterungen dazu gut und nachvollziehbar.,schnell,positive
"Die Online Antrags Oberfläche hat noch etliche Bugs: z.B.: Absenden funktionierte nicht, aber ohne Fehlermeldung! die unmittelbar versendeten Unterlagen enthielten falsches Beginn-Datum. Die endgültigen Vertrgsdatem waren dann richtigrämie für Liebhaberfahrzeug ist gut","online,unterlagen",neagtive
"Ja, hat alles gut geklappt. Habe schon vielschlechtere Erfahrungen gemacht.",erfahrungen,positive
Super schneller Empfang des Vers.schein.,"super,schneller",positive
Sehr schnelle unkomplizierte Beratung,"schnelle,beratung",positive
Alles reibungslos bisher!,reibungslos,positive
"Der Vertragsabschluss hat problemlos geklappt. Ob Die Versicherung hält was sie verspricht, erkennt man erst bei einem Schadensfall. Der ist glücklicherweise noch nicht eingetreten.","vertragsabschluss,problemlos,versicherung,schadensfall",neutral
Sehr gut,,positive
"bis jetzt preiswert, schnell und gut.",schnell,positive
Schnell und unkompliziert. Einfach gut.,"schnell,unkompliziert,einfach",positive
Hat alles reibungslos funktioniert.,reibungslos,positive
"Es war sehr einfach und durchsichtig die angaben online zu machen. Schnelle ,einfache auswahl von verschiedenen Leistungen. Nur die vielen bestätigungs mails und Informationen über mehere mails verteilt ist verwirrend aber lösbar.","einfach,online,schnelle,leistungen",positive
Problemlose Abschluß. Auch Tarifwechsel funktionierte problemlos,"tarifwechsel,problemlos",positive
Unkomplizierte Abwicklung,abwicklung,positive
Sehr gute Entscheidung diese Versicherung zu Wählen guter Service korrekt in der ab Rechnung einfach super!,"versicherung,service,einfach,super",positive
Versicherungsschein kam sehr schnell.eider dauerte die Reaktion/Korrektur eines Fehlers im Versicherungsschein sehr lange...,"versicherungsschein,schnell",negative
Tolles Angebot für die Zweitwagenversicherung. Unkomplizierte Abwicklung.,"angebot,abwicklung",positive
Würde gerne noch eine Hausratversicherung abschließen.uche günstiges Angebot.,angebot,neutral
es hat alles reibungslos funktioniert,reibungslos,positive
Super und vor allem - schnelle Abwicklung!,"super,schnelle,abwicklung",positive
Super schnelle Abwicklung.Sofort Schutz.Intetnet Seite sehr gut gestaltet. Enthält alle Infos die man braucht.,"super,schnelle",positive
Alles hat schnell und reibungslos funktioniert.,"schnell,reibungslos",positive
"Der Wechsel zur BavariaDirekt war problemlos. Kritik habe ich nur über den Email Support. Eine Antwort hat hier 3 Wochen gedauert, deshalb ein Stern Abzug!","wechsel,problemlos,support,antwort",negative
"Es wären mehr Sterne, wenn auch nicht nur Bandansagen, sondern auch mal eine Person am Telefon wäre. Sonst gibts nichts zu meckern.",telefon,negative
"Vom Angebot berechnen lassen, bis hin zum Vertrag lief alles reibungslos. Bin Zufrieden.","angebot,vertrag,reibungslos,zufrieden",positive
"Internetplattform ist soweit gut und erklärend. Das kurze Telefonat mit dem Servicetelefon für eine kurze Rückfrage empfand ich eher so, als wäre der Anruf lästig und eher unerwünscht. So nach dem Motto: steht doch alles auf der Home.",servicetelefon,negative
Absolut unkompliziert und schnell mit fairen Beiträgen.,"unkompliziert,schnell",positive
Online-Abschluss einfach und übersichtlich. Preise sehr gut. Schnelle Bearbeitung.,"einfach,preise,schnelle,bearbeitung",positive
Bis jetzt war alles okay.,,positive
"Der Einstieg auf Ihrer Startseite, speziell zum Finden des wichtigen Versicherungsschein hat nicht auf Anhieb geklappt.",versicherungsschein,negative
Nach einem Versicherungsvergleich wurde die BavariaDirekt als einer der am besten bewerteten und gleichzeitig günstigsten Anbietet vorgeschlagen.er Online-Wechsel verlief völlig problemlos und sehr einfach. Alle Unterlagen wurden zeitnah per E-Mail und Online bereitgestellt.,"online-wechsel,problemlos,einfach,unterlagen,online",positive
"Schlechter Kundenservice für eine Online Versicherung,weil andere Versicherungen 24.Std , 7 Tage die Woche erreichbar sind.","kundenservice,online,versicherung",negative
"Sehr schnelle, freundliche und kompetente Bearbeitung!","schnelle,bearbeitung",positive
"Es hat alles reibungslos funktioniert, im Gegensatz zu Konkurrenzunternehmen. Alles ok. weiter so.Wenn die Bearbeitung auch so läuft, falls mal was passiert, bin ich zufrieden.","reibungslos,bearbeitung,zufrieden",positive
Die Berechnung und die Auswahl des Tarifes war ganz einfach. Man kann zusätzliche Optionen buchen und bekommt sofort den Betrag angezeigt. Bin sehr zufrieden,"berechnung,einfach,bekommt,betrag,zufrieden",positive
"Im Prinzip bin ich sehr zufrieden. Für ein Auto konnte ich jedoch online keinen Abschluss bekommen, da wurde ich auch einen persönlichen Kontakt vertröstet. Rückmeldung habe ich bishe rjedoch noch keine bekommen!","zufrieden,online,abschluss,kontakt",negativ
Abschluß schnell und einfach.ehr schnelle Bestätigung.lle Versicherungsunterlagen in sehr kurzer Zeit zugesandt.erfekt!,"schnell,einfach,schnelle,kurzer",positive
Es hat von anfang bis ende alles reibungslos funktioniert.,reibungslos,positive
Der Abschluss online ist bei der Bavaria Direkt unkompliziert und verständlich. Die Konditionen der Versicherung werden klar dargestellt und alle Seiten leicht bedienbar.,"abschluss,online,unkompliziert,konditionen,versicherung",positive
zum zweiten mal habe ich mich für die Bavaria entschieden reibungsloser Ablauf bei Antrag und Abschluss Hilfe wird immer angeboten,"ablauf,antrag,abschluss",positive
"Sehr schnelle und reibungslose abwicklung,aber auch der telefonische kontakt sehr nett und aufschlussreich.ielen Dank! Immer wieder.","schnelle,reibungslose,abwicklung,telefonische,kontakt",positive
"Ich habe das Unternehmen 2 x über deren Kontaktformular angeschrieben, um eine genauere Auskunft zu ihrer Privathaftpflicht zu bekommen. Nach über einer Woche ohne Rückmeldung auf meine Anfrage habe ich angerufen und über 12 Minuten Warteschleife über mich ergehen lassen müssen. Der Mitarbeiter hatte erst immer wieder ausweichend geantwortet, bis ich ihn um einen kompetenteren Gesprächspartner bat. Dann bekam ich meine Antwort.iebe avaria direkt, ruft doch mal bei *** an und lernt ein wenig....!","kontaktformular,auskunft,anfrage,mitarbeiter,antwort",negative
Abschluss schnell und einfach. Hoffentlich ist das im Schadensfall auch so.,"abschluss,schnell,einfach,schadensfall",positive
Sehr schneller Erhalt der Police online. Keine lästigen Anrufe.,"schneller,police,online",positive
Der Abschluss mit den einzelnen Schritten erfolgte unkompliziert und schnell. Alle wichtigen Informationen wurden klar und eindeutig dargestellt.,"abschluss,unkompliziert,schnell",positive
Online Vertragsabschluss war einfach.,"online,vertragsabschluss,einfach",positive
Meine bisherigen Erfahrungen mit BavariaDirekt sind durchweg positiv. Das Anmelden über das Onlineportal ist sehr Kundenfreundlich und die Bestätigung erfolgt sehr zügig. Auch bei telefonischen Fragen wird einem sehr gut und kompetent geholfen. Ich kann die Versicherung nur weiterempfehlen.,"erfahrungen,kundenfreundlich,kompetent,versicherung",positive
"bis jetzt hat es wunderbar geklappt,hoffe das es so bleibt",,positive
Einfacher Online-Abschluss bei Versicherungswechsel.,"einfacher,versicherungswechsel",positive
Die festgelegten Prozesse haben gut funktioniert.llerdings sind außerhalb der Standardprozedur liegende Aspekte völlig unzureichend abgedeckt.. B. Beantragung Kurzeitkennzeichenntworten werden innerhalb von 7 Tagen avisiert. 7 Tage ?! Das wäre selbst im „Briefzeitalter“ vollkommen indiskutabel. Aber im internetzeitalter ? Ein Treppenwitz...,"beantragung,antworten",positive
"Einfache Abwicklung, schnelle Reaktionszeit!","abwicklung,schnelle,reaktionszeit",positive
Schnelle und reibungslose Abwicklung. Werde ich mit Sicherheit weiter empfehlen.,"schnelle,reibungslose,abwicklung,empfehlen",positive
Diese ist meine erste Onlineversicherung.isher hat das Procedere reibungslos funktioniert.enn es so bleibt kann ich diese Versicherung guten Gewissens weiterempfehlen.,"reibungslos,versicherung",neutral
Mit der Hausratversicherung alles in Ordnung.ür die Haftpflichtversicherung wurde uns jedoch noch nicht der Versicherungsschein übermittelt!,"ordnung,versicherungsschein",neutral
Schneller und transparenter Abschluss einer Haftpflichtversicherung.,"schneller,abschluss",positive
Alles reibungslos geklappt mit der KFZ Versicherung aber nicht für jedes Auto günstig.,"reibungslos,kfz,versicherung",negative
"Alles super gelaufen, schnelle Informationen über E-Mail.","super,gelaufen,schnelle",positive
"Abschluss lief verständlich, gut geführt und ohne Probleme","abschluss,probleme",positive
Zügige Abwicklung. Ich bin sehr zufrieden.,"abwicklung,zufrieden",positive
"Läuft alles so, wie man das von einem guten Dienstleister erwartet. alles strukturiert, nachvollziehbar.",,positive
"Ich habe Ihnen eine E-Mail geschickt und am Telefon wurde mir gesagt, dass keine angekommen ist. Vor einer Woche habe ich einen Brief per Post geschickt, mit meinem Anliegen - bis jetzt keine Antwort. Das ist kein Service. Bitte antworten Sie mal. Dann kann ich auch eine Bewertung abgeben, wenn Sie sich um meine Anliegen kümmern.","telefon,brief,post,antwort,service,antworten,bewertung",negative
"Hat super geklappt, sehr schnell alle Dokumente erhalten","super,schnell",positive
"Praktisch, günstig und einfach",einfach,positive
"Leider gab es die evb erst nach telefonischer Anfrage, sonst gibt es nichts zu beklagen.","telefonischer,anfrage",negative
Schnell und individuell zugeschnitten sehr gut!,schnell,positive
"Schneller Vertragsabschluss, gute Informationen im Internet und meiner Meinung nach die beste Versicherung für Hunde auf dem Markt, da das Preis- Leistungs- Verhältnis absolut passt.","schneller,vertragsabschluss,versicherung,preis-",negative
Sehr gut,,positive
Ohne Probleme,probleme,positive
Da nicht alle Fragen durch den Online Abschluss beantwortet werden konnten musste ich telefonisch mit der Versicherung in Kontakt treten. Dies gestaltete sich als äußerst schwierig. Ansonsten alles i.O.,"online,abschluss,telefonisch,versicherung,kontakt",neutral
