Username,Review,date,Rating,Total
Liviu Avram O.,Verständlichkeit der Auftragunterlagen,5/28/2019 15:55,4,5
Anne-Kristin R.,Bestes Preis-Leistungsverhältnis,5/14/2019 20:52,4,5
Nadine S.,"Was mir nicht so gut gefallen hat, war, dass man ein falsches Kennzeichen aufgenommen hat, nach mehrfachen anrufen, hoffentlich geklärt. Hoffe, dass die richtigen Papiere jetzt dann kommen. 
Ansonsten gibt es nette und weniger nette Sachbearbeiter am Telefon.",3/18/2019 14:16,4,5
Harald B.,alles bestens,2/2/2019 12:26,4,5
Nancy M.,"Gute Verständlichkeit, alle Leistungen günstig und umfangreich entalten",2/2/2019 9:32,4,5
Stefan Q.,Preis/Leistung,2/1/2019 14:17,4,5
karin s.,Leicht verständliche Vertragsunterlagen sowie günstige Kfz Versicherung,2/1/2019 12:34,4,5
DANIELA B.,..schnelle Abwicklung über s Internet und Zusendung der Verträge,1/31/2019 20:27,4,5
Fred K.,mit schutzbrief wunder bar. danke..,1/31/2019 20:00,4,5
Hans M.,"die einzelnen Parameter , Versicherungsleistung - Preis",1/31/2019 18:42,4,5
steffen a.,Gut preis/leistung,1/31/2019 15:32,4,5
Thomas K.,einfach und verständlich,1/31/2019 5:01,4,5
Andre B.,Preisunterschied,1/29/2019 13:57,4,5
Alfred W.,Hat Reibungslos funktioniert alles bestens,1/29/2019 13:31,4,5
Farid H.,In der Versicherungvertrag war eine kleine Fehler und habe ich sie darüber aufmerksam gemacht. Dann das Problem wurde behoben.,1/24/2019 13:37,4,5
Christian G.,Schnelle Abwicklung,1/1/2019 13:44,4,5
Nadine B.,Es ging alles super reibungslos und schnell. In der heutigen Zeit hat eh niemand mehr Zeit. Ich bin begeistert und es lief ohne Komplikationen ab.,12/7/2018 16:20,4,5
Christof W.,der Preis,11/19/2018 21:51,4,5
Mircea T.,"Hallo, ich möchte wissen, ob du mir die Postversicherung schickst oder wie es funktioniert. Ich bin versichert, vielen Dank.",11/17/2018 13:14,4,5
Patrick L.,Guter preis für gute Leistung.,10/29/2018 12:44,4,5
Usama A.,"Der R+V Versicherung ist gut und geflt mir gut
Aber können Sie bei mir ein Kart mit meine Name Versicherung schicken. 
Danke",10/23/2018 19:35,4,5
Karl-Heinz R.,Wir mußten glücklicherweise  die R+V nicht kontaktieren,10/19/2018 10:51,4,5
Harald B.,"schnell und unkompliziert, hoffe das es so bleibt,sehr zufrieden",10/1/2018 11:32,4,5
Sandra G.,Ich bin sehr zufrieden mit der Versicherung. Das Preis Leistungsverhältnis ist optimal.,8/3/2018 13:22,4,5
Uwe G.,"Lief reibungslos, bin sehr zu Frieden",3/5/2018 14:20,4,5
Christian Andreas L.,"Servicequalität, Preis-Leistungsverhältnis, viele Leistungen im günstigen Gesamtpreis enthalten.",8/3/2019 16:18,5,5
Lakhdar A.,alles schnell und unkompliziert,7/29/2019 15:03,5,5
Krisztián F.,Preis,6/26/2019 15:02,5,5
Alexandra P.,Es ging schnell und komplikationsfrei.,5/31/2019 8:59,5,5
Stephanie D.,Schneller und leicht verständlicher Ablauf und alles so bekommen wie gewollt,5/23/2019 10:45,5,5
Rainer D.,Kompetenz bei der Beratung und das Preis-Leistungensverhältnis,5/13/2019 19:52,5,5
Willi Z.,Wechsel hat problemlos funktioniert!,4/1/2019 13:31,5,5
Thomas M.,"Die Mitarbeiter von Check24 haben etwas spät reagiert, was die Weiterleitung der Dokumente anbelangt! Man musste öfter Nachfragen!",3/14/2019 13:31,5,5
Khanh Van N.,Alles bestens. Vielen Dank,2/18/2019 15:00,5,5
Andreas P.,"Danke für die schnelle Vertragskündigung und den neuen Abschluss .
Alles problemlos geändert .Keine Nachfragen alles OKc22",2/12/2019 15:05,5,5
Mohammed Khasha M.,عادي جدا,2/4/2019 0:30,5,5
Emma D.,Srhrvis Qualität,2/1/2019 11:08,5,5
Erol K.,Schnell und gut.,2/1/2019 10:55,5,5
Sergej J.,Die Versicherung ist günstiger und das war auch der Grund des Versicherungswechsels.,2/1/2019 10:16,5,5
Ingrid B.,"Unkompliziert, schnell und günstig.",2/1/2019 8:42,5,5
Edgar D.,Schnelle Abwicklung Top,1/31/2019 20:50,5,5
Rainer D.,das Preis-Leistungsverhältnis und der gute Service,1/31/2019 19:25,5,5
Uwe S.,Ich kann nur gutes über die R+V sagen . Nach meinem Wild Unfall wurde mir noch am gleichen Abend geholfen,1/31/2019 18:00,5,5
Dietmar K.,Besondere Leistung,1/31/2019 17:48,5,5
Thekla H.,Ging alles reibungslos ohne Probleme  nette Mitarbeiter,1/31/2019 16:23,5,5
Manfred M.,"Reibungsloser Ablauf, und schnelle Bearbeitung.",1/31/2019 16:16,5,5
Janos o.,Servicequelutet und,1/31/2019 15:49,5,5
Hans-Jürgen S.,Schneller Bescheid und unkomplizierte Abwicklung des Vertrages,1/30/2019 13:11,5,5
Maja L.,Die telefonische Kundenbetreuung.,1/4/2019 19:14,5,5
Khaola H.,😍😍,12/20/2018 13:54,5,5
David V.,Sehr gute Beratung und Unterstützung bei der Versicherungwahl,12/2/2018 18:58,5,5
Yvonne B.,Die Unterlagen wurden umgehend nach Abschluss zugestellt.,10/2/2018 19:48,5,5
Gabor B.,Preis gut...,9/26/2018 7:08,5,5
Walter G.,freundliche Mitarbeiter,3/16/2018 11:52,5,5
Karlheinz M.,"Sehr gute Serviesequalität und sehr freundliche,hilfsbereite Mitarbeiter.Ich hatte schon einen kleinen Unfall ,war dem entsprechend aufgeregt,wurde von dem Serviecemitarbeiter sehr gut beraten,vielen Dank.u",1/31/2018 8:40,5,5
Iris G.,Preisverhältnis,1/18/2018 12:52,5,5
Alexander H.,Das gute Preis leistungs Angebot und gute Beratung von den Mitarbeitern,8/12/2019 18:32,5,5
Johann L.,Verständlichkeit der Vertragsunterlagen,8/12/2019 18:30,4,5
Pawel J.,Preis,8/12/2019 17:52,5,5
Rene B.,Schnell und unkompliziert! Die Leistungen und der Preis sind sehr gut. Ich kann den Service der R+V24 bis jetzt sehr gerne weiterempfehlen. TOP!,8/12/2019 13:39,5,5
Daniela H.,"Schnell und unkompliziert...
Dazu noch günstig..
Perfekt!",8/12/2019 6:48,4,5
Carola O.,"Preis/ Leistungsverhältnis ist gut, alles reibungslos geklappt",8/11/2019 15:39,4,5
Jens G.,Schnell und einfach,8/11/2019 10:28,4,5
Gudrun S.,"wie schon das letzte mal mit Check 24, alles schnell und problemlos!",8/10/2019 14:47,5,5
Yasin K.,"Keine Kundenhotline, alles läuft über E-Mail,  keine Hilfe bei Einstufung der korrekte SF-Klasse, absolut keine Weiterempfehlung",8/9/2019 18:56,2,5
silke d.,da ich bisher noch keinen schaden hatte immer noch der preis und das ich nicht mit werbung ueberschuettet werde,8/9/2019 17:43,4,5
Kerstin B.,Schnelle Abwicklung,8/9/2019 17:36,4,5
Andrea G.,Es klapp immer gut und schnell mit der Versicherung,8/9/2019 17:33,5,5
Susanne Z.,"Mails werden nicht beantwortet, SF Klassen werden falsch hinterlegt und abgerechnet.",8/9/2019 9:31,1,5
Karl-Heinz R.,Preis Leistung,8/9/2019 5:46,5,5
Martin H.,Preis/Leistung,8/8/2019 19:45,5,5
Bea S.,Sehr gute und einfache Beratung online,8/8/2019 16:47,5,5
Michael G.,"Sehr zufrieden 
Schnelle und verständliche Abwicklung. 
Beeindruckt.......BRAVO. ...",8/7/2019 18:35,5,5
Karl-Heinz B.,"Alles sehr einfach. Wer keine Angst hat, alles online und/oder mit Telefon abzuwickeln, ist hier sehr gut aufgehoben!",8/7/2019 17:28,4,5
Viktor L.,"ist doch zu Schaden gekommen, wurde anstandslos bezahlt (dem Gegner), schade finde ich ist nur, dass keiner vor Ort sich die Situation angeguckt hat, denn es war eine 50:50 Schuldverteilung. Ansonsten soweit top",8/7/2019 15:56,3,5
Viktor L.,ist relativ günstig auch bei zweit Wagen,8/7/2019 15:56,4,5
Michael P.,Es war ein Hagelschaden. Nach Schadenmeldung wurde durch die Versicherung umgehend ein Gutachter beauftragt. Noch am Tag der Begutachtung hat R+V24 den Schaden reguliert.,8/7/2019 7:45,5,5
Uschi K.,"Verständlichkeit der Unterlagen, sehr schnelle Bearbeitung",8/6/2019 17:50,4,5
Peggy G.,"Alles supereinfach, schnell und unkompliziert.",8/6/2019 16:56,5,5
Ulrich V.,Unkompliziert,8/5/2019 20:08,5,5
Brit L.,Habe jetzt 3 Autos versichert und jedes mal ist bei allen 3 Autos nach kurzer Zeit der Preis gestiegen. Werde kündigen.,8/4/2019 21:56,1,5
Norman Andre W.,"Günstig, einfach und unkompliziert abzuschließen. Negativ waren die häufigen Benachrichtigungen, die man dann online nachschauen musste und meist nur Updates waren.",8/4/2019 18:02,4,5
Daniela S.,"Da der Unfallverursacher sich nicht gemeldet hat bin ich auf meinem Schaden sitzen geblieben und auch noch meine Prozente raufgehen, könnte die Versicherung für solche Fälle anders entscheiden da ich ja auch noch die Selbstbeteiligung zahlen muss. sollte der Freiheitsrabatt erhalten bleiben da ich ja gar nichts zu tun hatte ausser dem Schaden.
mfg",8/4/2019 14:10,3,5
Rehme U.,schneller wechsel,8/4/2019 7:54,5,5
Daniela H.,"Die beste Versicherung die ich je hatte. Preis, Leistungsverhältnis ist absolut perfekt. Der Kontakt zu den Mitarbeitern ist auch immer in Ordnung",8/3/2019 18:41,5,5
Marius C.,Wunderbar,8/3/2019 14:53,5,5
Karin L.,top service,8/3/2019 14:50,5,5
Sascha L.,Das Preisleistungsverhältnis ist top!,8/2/2019 14:35,5,5
Vitalis G.,"Alles, wirklich super",8/2/2019 13:16,5,5
Sevgi A.,Bisher Alles gut geklappt,8/2/2019 13:08,5,5
Hannelore R.,Kann nur sagen - bin begeistert von der schnellen Bearbeitung,8/1/2019 18:56,5,5
Ina A.,"Unproblematische Abwicklung, klare Unterlagen, leicht verständlich",8/1/2019 16:59,5,5
Jousof Khan Z.,Ja mir geht gut,8/1/2019 16:26,3,5
Alexander P.,"Leider mussten die Unterlagen der Vorversicherung und eine Kopie des Fahrzeugscheines kurz vor ( ca. 7 Tage ) Versicherungsbeginn nochmal übermittelt werden, weil anscheinend von der Zulassungsstelle nicht bestätigt. Das war leider schon mal so bei dieser Versicherung. Schwierig.... wenn man da im Urlaub ist oder so hat man keinen Versicherungsschutz.",8/1/2019 15:38,4,5
Holger F.,"Schnell und unkompliziert, alle Optionen wählbar!",7/31/2019 22:25,5,5
Mario W.,Alle gut erklärt und einfach zu Handhaben. Sehr unkompliziert.,7/31/2019 15:33,5,5
Rita K.,"Guter Informationsfluss, gute Tipps",7/31/2019 13:16,5,5
Angela C.,Schnelle und einfache Abwicklung,7/31/2019 10:48,4,5
Monika W.,Alles ging schnell und unkompliziert,7/31/2019 0:20,4,5
Ralph E.,Der Preis,7/30/2019 18:06,5,5
Doris L.,"Missverständliche Aussagen bezüglich SF - Einstufungen.
Vertrag genauso wie vereinbart.",7/30/2019 17:58,4,5
Heinz O.,Der Preis und Service alles gut,7/29/2019 19:59,5,5
Thomas B.,"Gut gefallen: schneller Abschluss
Negativ: es wurden falsche Daten übermittelt, so dass ich schon 2 Einschreiten musste ...",7/29/2019 19:12,3,5
Frank Thomas V.,für mein Auto die günstigste auch in Hinblick auf die Absicherung sehr gut und ging alles sehr schnell und problemlos,7/29/2019 16:36,5,5
Manfred H.,Service und schnelle Antwort,7/29/2019 16:28,5,5
Birgit K.,Das Preis Leistung Verhältniss stimmt.,7/29/2019 15:14,5,5
Susanne Z.,"Mails werden nicht beantwortet, SF Klassen werden falsch hinterlegt und abgerechnet.",8/9/2019 9:31,1,5
Brit L.,Habe jetzt 3 Autos versichert und jedes mal ist bei allen 3 Autos nach kurzer Zeit der Preis gestiegen. Werde kündigen.,8/4/2019 21:56,1,5
Alexander B.,Zu teuerste,7/29/2019 14:56,1,5
Klaus N.,Kundensupport ist sehr schlecht!,7/4/2019 16:56,1,5
Heinz H.,"Leider komme ich auch durch mehr maligne Login nicht an meine Vertragsdaten, da es keine Hotline gibt bin ich in ständigen Schriftverkehr 
Sehr nervig.....ich würde nicht mehr wechseln",7/3/2019 13:21,1,5
Jakob S.,"Wurde mit sf1/2 statt sf18 berechnet weil R+V24 sich nicht mit Vorversicherung unterhalten kann/will. Nach 3 Monaten E-Mail schreiben habe ich den Betrag zurückgezogen und ab da funktionierte wieder alles. Telefone haben sie auch keine bzw. dürfen nicht benutzen. Wer Nerven hatt viel Spaß 
Es gibt auch weitere Kunden mit denen das gleiche abgezogen wurde",7/1/2019 8:17,1,5
Markus W.,Kommunikation mit dem VR schrecklich,6/29/2019 15:35,1,5
Senol P.,"Absolut  keine  kundenberater ,ansprechpartner   ich  hatte fragen noch  zu denen",6/25/2019 6:10,1,5
Guenter K.,"Erst nach 6 Monaten wurde mir mitgeteilt dass der Schadenfreiheitsrabatt,da er von meiner Frau ist nicht übernommen wird. Daher werde ich diese Versicherung nicht weiterempfehlen.",6/24/2019 13:57,1,5
Ibrahim B.,Siehe oben,6/23/2019 14:40,1,5
Günther C.,"die Korrespondenz mir der rv24 ist eine reine Katastrophe. es gibt kein Feedback, eine Neu Einstufung wurde ungefragt, ohne Rücksprache und ohne Möglichkeit der Korrektur vorgenommen. wie erwähnt, der preis ist nicht alles, wenn die Korrespondenz nicht stimmt, hilft das vermeintlich erste günstige Angebot leider auch nicht!!!",6/23/2019 10:07,1,5
Ricardo S.,Sehr schlechter Kundenservice,6/12/2019 13:38,1,5
Elzbieta M.,We had an accident past Sunday the 2nd (3 days ago). We reported it and were supposed to get a call back. Nobody called. We called twice and got disconnected twice after asking if the person speaks english. Call us back!,6/5/2019 9:04,1,5
Adel O.,"Schlechte Kundenservice, kein regelmäßige Updates, nicht flexibel",5/18/2019 15:08,1,5
Sralee S.,SFR Übertrag zwischen Eheleuten wird nicht durchgeführt. Einschluss Schutzbrief wird verweigert. In 40 Jahren der schlechteste Versicherer. Finger weg.,5/17/2019 9:15,1,5
Julia S.,Car-Glass-Rechnung wurde nicht übernommen,5/1/2019 20:54,1,5
Volker S.,Preiserhöhungen nach dem Abschluss der Versicherung. Nur check24 konnte mir helfen. Nie wieder RV24,5/1/2019 13:35,1,5
Jutta G.,"Ganz unzufrieden, habe die Versicherung schon wieder gekündigt, ich schließe nie wieder eine Onlineversicherung ab. Man kann sich nicht einmal telefonisch mit ihr Kontakt aufnehmen, lieber bezahle ich mehr und ich habe einen Ansprechpartner, nie wieder .",4/29/2019 17:29,1,5
Michael D.,"Kein telefonischer oder direkter E-Mail Kontakt möglich für fragen usw !!! Also Service gleich null , ich meine das ein günstiger Versicherer sparen muss wo es nur geht ist klar aber nichtmal eine telefonische Hotline für fragen und Beratung ist sehr schwach!!! Werde baldmöglichst wechseln !",4/28/2019 21:04,1,5
Sandro S.,Schlechter Service .... Antwort komm immer viel zu spät !,4/26/2019 22:13,1,5
Heide K.,"Die lassen einen am langen Arm verhungern, melden sich einfach nicht, sehr kundenunfreundlich",4/26/2019 18:25,1,5
Deivajothi L.,Servicequalität ist sehr schlecht.,4/25/2019 15:25,1,5
Christian R.,"Kein persönlicher kontakt . Alles nur über mail.
Güntiger preis ist positiv aber für mich ist persönlicher kontakt bzw. Telefonischer wichtiger",4/25/2019 13:51,1,5
Petrit B.,"Hatte ein Steischlag denn ich bei  carglass repariet habe.. doch die versicherung weigert sich den Schaden zu zahlen.. da ich dies vorher abklären muss / sollte  (was ich nicht  wusste)

Carglass wie auch die Versicherung weigern sich",4/22/2019 20:46,1,5
Christian G.,"Der Abschluss über Check 24 ist einfach! R+V24 ist jedoch eine Karastrophe, dort sind jetzt 2 PKW auf mich zugelassen, für die ich auch bezahle. Jedoch besitze ich nur ein Fahrzeug. Und trotz mehrmaliger Kontaktaufnahme wurde nichts korrigiert, so das ich leider einen Anwalt einschalten muss.",4/22/2019 13:14,1,5
Wen Y.,keine Uebernahme der SFR von mienem Mann moeglich!!!,4/21/2019 21:13,1,5
Mohammed Faris Sfoog S.,Übernehmen Sie die Verantwortung bei den bisherigen Gesellschaften des Versicherten,4/19/2019 13:46,1,5
Lydia K.,"Mir hat nicht gefallen, dass ich, zwar einen online Vertrag abgeschlossen habe, aber trotzdem keinerlei Möglichkeit hatte, mir telefonisch helfen zu lassen. Niemand hat geholfen, als ich meine eVB Nummer brauchte, niemand konnte mir helfen wie ich durch das online Portal klicken musste, um dorthin zu gelangen. Letzten Endes habe ich eine neue Versicherung gefunden und diese dann abgeschlossen, ich war ca 4 Monate bei der r+v24 und das genügt mir auch.
Noch dazu fibde ich für einen leihen, wie mich, der keine Ahnung von Autos und Versicherungen hat, die Website zu kompliziert aufgebaut. Schade.",4/19/2019 6:51,1,5
Krzysztof Miroslaw O.,"ich bin  total unzufrieden, kontakt nur online es ist schwer was zu besprechen oder erklären nie wieder",4/15/2019 11:41,1,5
Abazeed M.,Teuer,4/13/2019 19:34,1,5
Abazeed M.,So teuer,4/13/2019 19:34,1,5
Hayriye A.,Es ist echt miss das mann telefonisch nicht erreichbar sind  was habe ich davon verstanden,4/12/2019 14:32,1,5
Frank N.,Check24 hat damit nix zu tun,3/31/2019 22:34,1,5
Melanie P.,Schaffen scheinbar die Übernahme der sfk nicht und stufen mich einfach als Anfänger zu einem extremen Preis ein und informieren auch nicht darüber wenn der Vertrag seit über 1 Monat ruht... keinesfalls weiter zu empfehlen...,3/30/2019 17:27,1,5
Kasten J.,"KEINE adäquate Möglichkeit, das beim Umzug unveränderte und nun vom Zulassungsbezirk abweichende Kennzeichen beim Online-Antrag zu erfassen.
Nachträgliche Bitte um Korrektur musste für korrekte Unterlagen mehr mehrfach (4x) angestoßen werden.",3/27/2019 22:37,1,5
Jürgen M.,für Saisonkennzeichen kam ein Extra Betrag dazu!!!,3/15/2019 10:03,1,5
Sonja V.,Für alles - sogar um einen Brief an mich zu lesen - muss ich mich ins das Portal der Versichetung einloggen. Ich erhalte eine Nachricht per E-Mail „ich hätte eine wichtige Nachricht“ die muss ich mir dann abholen.... ich finde es extrem nervig dass ich mir meine Briefe abholen muss den Bief per Mail hätte ich toll gefunden. Sowas gibt es auch in anderen Branchen - ich sage denen das dann auch dass ich als Kunde weg bin wenn mir meine E-Mails oder Briefe nicht direkt zugestellt werden.,3/8/2019 14:12,1,5
Matthias K.,Für alles - sogar um einen Brief an mich zu lesen - muss ich mich ins das Portal der Versichetung einloggen. Ich erhalte eine Nachricht per E-Mail „ich hätte eine wichtige Nachricht“ die muss ich mir dann abholen.... ich finde es extrem nervig dass ich mir meine Briefe abholen muss den Bief per Mail hätte ich toll gefunden. Sowas gibt es auch in anderen Branchen - ich sage denen das dann auch dass ich als Kunde weg bin wenn mir meine E-Mails oder Briefe nicht direkt zugestellt werden.,3/8/2019 14:11,1,5
Gabriele R.,Das Callcenter ist zu beäbig undman rennt allem und jedem hinterher.,2/6/2019 16:21,1,5
Andrea R.,Gleiche Konditionen und günstiger preis,2/1/2019 0:16,1,5
Christina H.,Alles hat reibungslos funktioniert.,1/31/2019 19:57,1,5
markus k.,"drei Wochen nach dem Wechsel, erkennt die R und V die Schadenfreiheitsklassen der Vorversichung nicht an! Das scheint System zu haben, wie man in bestimmten Foren liest. Wenn man dagegen an geht stellen Sie auf stur! Nicht zu empfehlen!",1/31/2019 19:57,1,5
Thaddäus G.,Im menem leben ich nie gehabt solche Probleme wie bei R+V24.,1/31/2019 18:52,1,5
Peter M.,"keine Antwort auf Emails,keine Servicenummer",1/31/2019 17:55,1,5
Hubert G.,Das 2 mal wurde Beitrag Nachgetragen somit war es teurer wie gekündigte Versicherung.,1/31/2019 17:11,1,5
Christine H.,Keine Kommunikatonsmöglichkeit per Telefon nur per Mail möglich,1/31/2019 17:09,1,5
Viktoria T.,Versicherung  wurde teuer als bei Check 24 Vergleich. Am Ende wurde teuer als vorherige Versicherung,1/31/2019 16:38,1,5
Guido K.,Ist hinterher teurer als die vorversicherung,1/31/2019 16:38,1,5
Antonio T.,Keine telefonische Beratung,1/31/2019 15:34,1,5
Alida F.,Preis,1/31/2019 10:16,1,5
Yasin K.,"Keine Kundenhotline, alles läuft über E-Mail,  keine Hilfe bei Einstufung der korrekte SF-Klasse, absolut keine Weiterempfehlung",8/9/2019 18:56,2,5
Ralf-Helge G.,Siehe schon Beschreibung oben!,7/12/2019 14:39,2,5
Lutz P.,"schlechte Erreichbarkeit ,wecksel in einen günstigeren vertrag nicht geklappt",7/3/2019 20:02,2,5
Ibrahim B.,Die Leistungen sind absolut nicht gut.. Wir hatten einen Steinschlag an der Scheibe des Autos.. Der bis heute noch nicht behoben ist.. Da die Versicherung sagt wir müssen uns mit 300 € selbst beteiligen.. Und das Geld haben wir nicht über.. Nächstes Jahr wenn der Wagen über den TÜV musst kommt der weg und die Versicherung auch.. Ich ich werde dort nie wieder ein Auto versichern,6/23/2019 14:40,2,5
Rolf C.,Der Versicherungsbeitrag hat sich wesentlich erhöht!,4/27/2019 9:37,2,5
Volker J.,Das der angegebene Preis sich deutlich erhöht wurde.,4/23/2019 13:38,2,5
Petrit B.,"Hatte ein Steischlag denn ich bei  carglass repariet habe.. doch die versicherung weigert sich den Schaden zu zahlen.. da ich dies vorher abklären muss / sollte  (was ich nicht  wusste)

Carglass wie auch die Versicherung weigern sich",4/22/2019 20:46,2,5
Angela Z.,Es wurden auf einmal über 15 euro aufgeschlagen ich finde das sehr unseriös,4/19/2019 13:43,2,5
Mert T.,"Erst 930 Euro jährlich. 
Jetzt plus 250euro jährlich.",4/9/2019 15:07,2,5
Frank V.,Bis man jemanden an der Hotline erreicht wirds Weihnachten.,3/21/2019 16:41,2,5
Paul L.,Werkstattbindung bei Glasschäden obwohl ich ausdrücklich keine Werkstattbindung gewählt habe.,3/7/2019 21:17,2,5
Klaus R.,Gutes Preis-/Leistungsverhältnis angegeben,2/6/2019 23:44,2,5
ralf b.,Günstig,2/1/2019 16:23,2,5
Daniel B.,"Kundenservice reagiert auf keinerlei Anfragen, Werkstattbindung (trotz Ausschluss als Filter!) bei Glasschäden.",2/1/2019 15:05,2,5
Stefan H.,"Die Abwicklung hat gut geklappt. Der Preis hat sich aber im Nachhinein noch erhöht, obwohl die Daten und Klassen feststanden.",1/31/2019 18:57,2,5
Heiko S.,Mir gefällt es überhaupt nicht das es keine persönlichen Ansprechpartner hat.,1/31/2019 18:33,2,5
Susanne K.,Umstellung funktionierte gut - Schadensklasse wurde aufgrund der angaben im Vorfeld nicht korrket ermittelt und mitgeteilt.,1/31/2019 18:15,2,5
Simone D.,"Gut gefallen hat mir der Preis natürlich,aber nach einen Monat eine Preiserhöhung von ca. 36 Euro auf ca.43 Euro ? das ist echt mieß.",1/31/2019 17:33,2,5
Sarah Maria W.,Schadensfreiheitsübertragung steht noch aus,1/31/2019 16:55,2,5
Lydia H.,Der Versicherungsbeitrag hat sich nachträglich erhöht da hätte ich auch bei meiner alten bleiben können.Also ende des Jahres wieder neu suchen,1/31/2019 16:53,2,5
Marek K.,Leider kein Telefon Kontakt,1/31/2019 16:38,2,5
Julia B.,"Ich verstehe das es ein reiner Online-Versicherer ohne Hotline ist. Aber wenn noch nicht mal über die Email Funktion reagiert wird, kann ich diesen Versicherer nicht weiter empfehlen.",1/31/2019 16:03,2,5
Bassam C.,Man kann die nicht telefonisch erreichen sehr Schlechte Service sehr umständlich,1/30/2019 21:25,2,5
Jörg K.,"die Angaben wurden nach Vertragsabschluss in Frage gestellt, eine Nachbesserung optional verlangt",1/30/2019 14:46,2,5
Thomas A.,teuere Preise gegenüber Mitbewerbern,1/21/2019 16:03,2,5
Hans H.,"Ich habe festgestellt, dass ich bei einem evtl. Schadensfall erheblich zurückgestuft werde. Bei div. anderen Versicherungen hat man sozusagen einen Schaden frei, bevor man zurückgestuft wird. 
Ansonsten hatte ich keinen Grund der Beanstandung.",1/2/2019 9:51,2,5
Dieter Z.,"Günstigstes Angebot für Dezember 2018, trotz Neuantrag Beitragserhöhung für 2019. Gerade erhalten.",12/18/2018 16:41,2,5
Ludmila S.,R+V24 endet meine SF4 ohne eine Grund und jetzt ich bin SF1/2 das ist überhaupt nicht eine gute Versicherung 😤 Meine Rabatt bleibt immer noch bei Europa Versicherung weil R+V24 sind überhaupt nicht richtig ordentlich und die Antwort Zeit dauert zu lange und es gibts keine Call Center bloß Mitteilung senden das ist alles ich bin überhaupt nicht zufrieden,12/18/2018 13:23,2,5
jan P.,Unfreundlich . Unkulant. Nie wieder.,12/10/2018 10:22,2,5
Milan S.,"Das der Tarif so günstig ist. Werde wieder wechseln, man kann NUR online Sachen regeln bei diesem Tarif.
Dann kann man noch nicht mal Zahlungen zum Mitte des Monats machen, es muss angeblich immer zum ersten abgebucht werden.
Bisher war es bei allen Vorversicherungen von mir möglich, verstehe nicht wo das Problem ist.
NIE WIEDER R+V24",12/3/2018 14:23,2,5
Heike T.,"hier scheint die ""rechte Hand"" nicht zu wissen, was die ""linke Hand"" tut

Ich bekam bei meiner Schadensabwicklung von verschiedenen Stellen sehr unterschiedliche Aussagen",11/21/2018 9:47,2,5
Heike T.,"Meine Schadensabwicklung läuft seit 7 Monaten, bisher ohne Abschluss.",11/21/2018 9:47,2,5
Paul Jürgen F.,"Bräuchte Hilfe, weil ich am PC. nicht weitergekommen bin, habe bis heute noch keine Versicherungspolice.R&V will sie mir per post nicht zusenden deshalb werde ich diese Versicherung nicht weiter empfelen. Meinen V.-Beitrag für 2018 wurde aber bereits abgebucht.",11/13/2018 15:59,2,5
Bernd S.,Alles OK!,10/11/2018 17:00,2,5
Ardita S.,Keine vertrag unterlagen . Kontaktieren geht garnicht telefonisch kein schutzbrief Tel.Nr usw...,10/11/2018 13:48,2,5
Victor-Emmanuel J.,"gute Abwicklung bei der Abschluss,dennoch sehr negativ, die Service Hotline(alles per automatischer Mail) und noch schlimmer,spätere Anmeldung bei der Behörde.",9/29/2018 8:01,2,5
Habexo G.,"Einer der wenigen die Fahrzeuge auf GmbH versichern. 
Negativ: keine Hotline für normal Fragen, doppelt so teuer wie meine vorherige",9/20/2018 7:53,2,5
Dirk S.,Alles top,8/31/2018 14:10,2,5
Natalia H.,Der Versicherungsbeitrag hatte differiert zwischen R+V und check24. Zuerst keine Einsicht. Erst nach Einschaltung von check24 wurde der Beitrag korrigiert.,8/14/2018 7:02,2,5
Janine G.,"Preis war gut
Service war schlecht",6/12/2018 16:28,2,5
Iris S.,"Vertragsunterlagen sind verständlich, Abschluss unkompliziert und der Beitrag relativ günstig. Aber wehe es wird kompliziert.Es gibt keinen Ansprechpartner und die Antworten per Mail auf die schriftliche gestellten Fragen sind nicht besonders hilfreich.",4/5/2018 23:15,2,5
Christian M.,Schlechte Kommunikation per Telefon. Wurde stets auf Homepage verwiesen. Nicht mein Fall.,3/8/2018 11:16,2,5
Ingeborg H.,Leider konnte ich mir bis zum heutigen Tage keinerlei Vertragsunterlagen runterladen und ausdrucken da die RV24 nicht in der Lage ist 2 versicherte Fahrzeuge unter einem Passwort unter derselben E-Mailadresse zu führen !!! Trotz telefonischer Nachfrage und auch persöhnlicher in der RV-Bank war dieses bisher erfolglos ! Schade eigentlich,1/22/2018 9:29,2,5
Marion M.,über 50 EURo Beitragserhöhung in einem Jahr finde ich eine Frechheit,12/14/2017 19:50,2,5
Thorsten O.,Keine mail kommunikation,12/10/2017 21:38,2,5
Dennis K.,Man kann nicht so telefonieren nur schaden melden,11/13/2017 14:34,2,5
Eric M.,"R+V24 ist nicht an einer langfristigen Kundenbindung interresiert.
das ist aber warscheinlich mittlerweile der Normalfall.
Einfach traurig diese ständigen Beitragserhöhungen,die mit Fadenscheinigen Argumenten begründet werden. Und das auch noch wenn die Versicherung garnichts zu bezahlen hatte!  Einfach nur Abzocke.",11/10/2017 18:58,2,5
